FID *,Name,Region,State,MAP_TYPE,MAP_LEVEL,PROJECT,MAP_UNIT_S,MAP_UNIT_N,SUBSECTION,ecological.section,ecological.province
1179,Utah,Mountain,UT,ECUN,SUBS,ECOMAP07,341Bk,La Sal Mountains,769,341B,341
1180,Utah,Mountain,UT,ECUN,SUBS,ECOMAP07,M341Ck,Pavant Range,681,M341C,M341
1181,Utah,Mountain,UT,ECUN,SUBS,ECOMAP07,341Fk,Pine Valley Mountains,772,341F,341
1182,Utah,Mountain,UT,ECUN,SUBS,ECOMAP07,341Bj,Canyonlands,773,341B,341
1183,Utah,Mountain,UT,ECUN,SUBS,ECOMAP07,313Bc,Chuska Valley Cold Desert Shrubland,880,313B,313
1184,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ak,West Yellowstone-Madison Valley,238,M331A,M331
1185,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Ad,Bighorn Basin,244,342A,342
1186,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ab,Pitchstone Plateau,251,M331A,M331
1187,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Nc,Central Montana Broad Valleys,191,331N,331
1188,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Aa,Absaroka-Gallatin Mountains,196,M331A,M331
1189,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ah,Beartooth Mountains,212,M331A,M331
1190,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Gf,Southern Powder River Basin-Scoria Hills,225,331G,331
1191,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ag,North Absaroka Range,231,M331A,M331
1192,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ba,Bighorn Mountains - Sedimentary,237,M331B,M331
1193,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fj,Bates Hole,488,342F,342
1194,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ic,North Laramie Mountains,490,M331I,M331
1195,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Gb,Great Divide Basin,499,342G,342
1196,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Fk,High Plains,502,331F,331
1197,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fi,Shirley Basin,505,342F,342
1198,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Fm,Hartsville Uplift,509,331F,331
1199,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Gc,Rock Springs Uplift,510,342G,342
1200,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Fj,Pine Ridge Escarpment,477,331F,331
1201,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Ec,Overthrust Belt-Channeled Hills,478,342E,342
1202,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Kf,Central Grassland,114,331K,331
1203,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Mi,Sagebrush Steppe,157,331M,331
1204,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ae,Falls River,261,M331A,M331
1205,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Dd,Eastern Idaho Plateaus North,266,342D,342
1206,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ai,Absaroka Sedimentary Mountains,276,M331A,M331
1207,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Id,South Laramie Mountains,569,M331I,M331
1208,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Iv,Medicine Bow Mountains,570,M331I,M331
1209,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Eb,Cumberland Flats-Oyster Ridge,487,342E,342
1210,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fg,Hanna Basin-Rawlins Uplift,527,342F,342
1211,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Gj,Flaming Gorge Canyonlands,529,342G,342
1212,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Fn,West Nebraska Sandy and Silty Tablelands,516,331F,331
1213,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Dc,Jackson Hole,329,M331D,M331
1214,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ad,Absaroka Range,333,M331A,M331
1215,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Gg,Powder River Breaks,294,331G,331
1216,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Ac,Northern Rocky Mountain Foothills,307,342A,342
1217,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Da,Red Mountains-Leidy Uplands,308,M331D,M331
1218,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Fb,Shale Scablands,310,331F,331
1219,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Ge,Powder River Basin,314,331G,331
1220,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Bb,Bighorn Mountains - Granitic-Gneiss,315,M331B,M331
1221,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ac,Throughfare Plateau,319,M331A,M331
1222,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Db,Teton Range,321,M331D,M331
1223,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ja,Wind River Mountains,384,M331J,M331
1224,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Jb,Wind River Mountains Flatirons,385,M331J,M331
1225,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Aa,Owl Creek Mountain,390,342A,342
1226,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Dm,Southwestern Overthrust Belt Mountains,401,M331D,M331
1227,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Ge,Upper Green River Basin,406,342G,342
1228,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fb,Eastern Wind River Basin,414,342F,342
1229,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Dd,Caribou-Snake River Range,342,M331D,M331
1230,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M334Aa,Black Hills Foothills,344,M334A,M334
1231,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M334Ab,Black Hills Limestone Plateau-Core Highlands,358,M334A,M334
1232,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Aj,South Absaroka Range,359,M331A,M331
1233,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Gb,Montana Shale Plains,365,331G,331
1234,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fa,Western Wind River Basin,366,342F,342
1235,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Df,Wyoming-Salt River-Gro Ventre Ranges,372,M331D,M331
1236,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Gf,Muddy Creek-Little Snake River Valleys,581,342G,342
1237,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ed,Clay Basin-Corson Peak Uplands,582,M331E,M331
1238,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ee,Dutch John-Cold Spring Mountain,594,M331E,M331
1239,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Iu,Park-Sierra Madre Ranges,596,M331I,M331
1240,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Ga,Green River Basin,453,342G,342
1241,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Ea,West Bear River Divide,455,342E,342
1242,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fl,Rattlesnake Hills,456,342F,342
1243,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fc,Granite Mountains,473,342F,342
1244,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Hf,Denver-Julesburg Basin,612,331H,331
1245,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Iq,Zirkle Range,620,M331I,M331
1246,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Fr,Goshen Hole,542,331F,331
1247,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Gd,Washakie Basin,545,342G,342
1248,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ec,North Slope Uinta Mountains,550,M331E,M331
1249,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fk,Sage Creek Basin-Severson Flats,553,342F,342
1250,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Fd,Saratoga Basin,556,342F,342
1251,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,342Ff,Laramie Basin,559,342F,342
1252,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ha,Elkhead Mountains,600,M331H,M331
1253,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,M331Ib,North Front Range,624,M331I,M331
1254,Wyoming,Mountain,WY,ECUN,SUBS,ECOMAP07,331Ha,Southern Denver-Julesburg Basin,637,331H,331
1255,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,223Eg,Western Pennyroyal Karst Plain,1017,223E,223
1256,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1257,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Ba,Black Belt,1161,231B,231
1258,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Bj,Jackson Hills,1163,231B,231
1259,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bm,Lower Clay Hills,1166,232B,232
1260,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bs,Floodplains and Terraces,1167,232B,232
1261,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Lb,GA-FL Gulf Coast Flatwoods-Bays and Barrier Islands,1209,232L,232
1262,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232La,LA-MS Gulf Coast Flatwoods-Bays and Barrier Islands,1216,232L,232
1263,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bn,Lower Loam Hills,1179,232B,232
1264,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bi,The Plains,1181,232B,232
1265,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bo,Border Sand Hills,1183,232B,232
1266,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bk,Southern Clay Hills,1184,232B,232
1267,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bg,South Coastal Plains,1199,232B,232
1268,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Bd,Upper Loam Hills,1054,231B,231
1269,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,223Ee,Highland Rim-Hilly and Rolling,1093,223E,223
1270,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Cc,Table Plateau,1094,231C,231
1271,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Cg,Sequatchie Valley,1095,231C,231
1272,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231De,Shaley Limestone Valley,1097,231D,231
1273,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Dc,Sandstone Ridge,1100,231D,231
1274,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Cf,Southern Cumberland Valleys,1101,231C,231
1275,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,223Ef,Tennessee-Gasper Valley,1103,223E,223
1276,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Ce,Moulton Valley,1116,231C,231
1277,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Cb,Sandstone Plateau,1117,231C,231
1278,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Db,Sandstone-Shale and Chert Ridge,1118,231D,231
1279,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Bb,Interior Flatwoods,1122,231B,231
1280,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Dd,Quartzite and Talladega Slate Ridge,1125,231D,231
1281,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Ca,Shale Hills and Mountain,1126,231C,231
1282,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Aa,Midland Plateau Central Uplands,1083,231A,231
1283,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Be,Transition Loam Hills,1084,231B,231
1284,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Ac,Schist Plains,1107,231A,231
1285,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Ab,Piedmont Ridge,1108,231A,231
1286,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bl,Lower Loam and Clay Hills,1168,232B,232
1287,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bj,Southern Loam Hills,1169,232B,232
1288,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Da,Chert Valley,1087,231D,231
1289,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Cd,Sandstone Mountain,1091,231C,231
1290,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,232Bp,Wiregrass Plains,1172,232B,232
1291,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Bc,Upper Clay Hills,1140,231B,231
1292,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Aj,Mica Rich Plateau,1141,231A,231
1293,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Ai,Opelika Plateau,1142,231A,231
1294,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Bf,Floodplains and Terraces,1146,231B,231
1295,Alabama,East South Central,AL,ECUN,SUBS,ECOMAP07,231Ah,Granite Hills,1154,231A,231
1296,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,221Ah,Worcester-Monadnock Plateau,489,221A,221
1297,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,221Ae,Hudson Highlands,508,221A,221
1298,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,221Af,Lower Connecticut River Valley,483,221A,221
1299,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,221Ag,Southeast New England Coastal Hills and Plains,522,221A,221
1300,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,M211Cc,Berkshire-Vermont Upland,404,M211C,M211
1301,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,M211Cb,Taconic Mountains,411,M211C,M211
1302,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1303,Connecticut,New England,CT,ECUN,SUBS,ECOMAP07,221Ad,Southern New England Coastal Lowland,603,221A,221
1304,Delaware,South Atlantic,DE,ECUN,SUBS,ECOMAP07,232Hd,Delmarva Upland,765,232H,232
1305,Delaware,South Atlantic,DE,ECUN,SUBS,ECOMAP07,232Ac,New Jersey Inner Coastal Plain,780,232A,232
1306,Delaware,South Atlantic,DE,ECUN,SUBS,ECOMAP07,232Ad,Western Chesapeake Uplands,753,232A,232
1307,Delaware,South Atlantic,DE,ECUN,SUBS,ECOMAP07,232Hc,Delmarva Outer Coastal Plain Bays and Islands,941,232H,232
1308,Delaware,South Atlantic,DE,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1309,Delaware,South Atlantic,DE,ECUN,SUBS,ECOMAP07,221Db,Piedmont Upland,715,221D,221
1310,District of Columbia,South Atlantic,DC,ECUN,SUBS,ECOMAP07,232Ad,Western Chesapeake Uplands,753,232A,232
1311,District of Columbia,South Atlantic,DC,ECUN,SUBS,ECOMAP07,221Db,Piedmont Upland,715,221D,221
1312,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1313,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Jf,Gulf Southern Loam Hills,1164,232J,232
1314,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Ka,Florida Northern Highlands,1205,232K,232
1315,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Lc,FL Gulf Coast Flatwoods-Bays and Barrier Islands,1206,232L,232
1316,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Ga,Eastern Beach and Lagoons,1207,232G,232
1317,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Lb,GA-FL Gulf Coast Flatwoods-Bays and Barrier Islands,1209,232L,232
1318,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Kb,Florida Central Highlands,1213,232K,232
1319,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Gb,Eastern Beach and Dunes,1219,232G,232
1320,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Gc,Okeechobee Plain,1220,232G,232
1321,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Db,Gulf Coastal Lowlands,1221,232D,232
1322,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Bi,The Plains,1181,232B,232
1323,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Cc,Okefenokee Uplands,1187,232C,232
1324,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Bh,Gulf Southern Loam Hills,1190,232B,232
1325,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Cd,Okefenokee Swamp,1192,232C,232
1326,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Bg,South Coastal Plains,1199,232B,232
1327,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Gd,Kissimmee River,1223,232G,232
1328,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,411Ab,Everglades,1225,411A,411
1329,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,411Ad,Atlantic Coastal Ridge,1228,411A,411
1330,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,411Af,Big Cypress Spur,1229,411A,411
1331,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Da,Immokalee Rise,1230,232D,232
1332,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,411Ae,Coastal Lowlands-Tidal Marshes and Bays,1232,411A,411
1333,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,411Ac,Southern Slope,1233,411A,411
1334,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Cb,Lower Terraces,1077,232C,232
1335,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Bj,Southern Loam Hills,1169,232B,232
1336,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Ce,Coastal Marsh and Island,1143,232C,232
1337,Florida,South Atlantic,FL,ECUN,SUBS,ECOMAP07,232Ca,Upper Terraces,1155,232C,232
1338,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,M221Dc,Southern Blue Ridge Mountains,1025,M221D,M221
1339,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,221Ja,Rolling Limestone Hills,1031,221J,221
1340,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1341,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Jg,Floodplains and Terraces,1160,232J,232
1342,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Jf,Gulf Southern Loam Hills,1164,232J,232
1343,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Bm,Lower Clay Hills,1166,232B,232
1344,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Bi,The Plains,1181,232B,232
1345,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Bo,Border Sand Hills,1183,232B,232
1346,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Cc,Okefenokee Uplands,1187,232C,232
1347,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Bh,Gulf Southern Loam Hills,1190,232B,232
1348,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Cd,Okefenokee Swamp,1192,232C,232
1349,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,M221Dd,Metasedimentary Mountains,1046,M221D,M221
1350,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Bd,Upper Loam Hills,1054,231B,231
1351,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,221Jb,Sandstone Hills,1056,221J,221
1352,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Ja,Sand Hills,1063,232J,232
1353,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Cc,Table Plateau,1094,231C,231
1354,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Cg,Sequatchie Valley,1095,231C,231
1355,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231De,Shaley Limestone Valley,1097,231D,231
1356,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Cg,Flatwoods Floodplains and Terraces,1098,232C,232
1357,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Dc,Sandstone Ridge,1100,231D,231
1358,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Cf,Southern Cumberland Valleys,1101,231C,231
1359,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Db,Sandstone-Shale and Chert Ridge,1118,231D,231
1360,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Dd,Quartzite and Talladega Slate Ridge,1125,231D,231
1361,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Je,Atlantic Southern Loam Hills,1132,232J,232
1362,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Ag,Schist Hills,1106,231A,231
1363,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Af,Carolina Slate,1076,231A,231
1364,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Cb,Lower Terraces,1077,232C,232
1365,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Ad,Lower Foot Hills,1082,231A,231
1366,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Aa,Midland Plateau Central Uplands,1083,231A,231
1367,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Ac,Schist Plains,1107,231A,231
1368,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Ab,Piedmont Ridge,1108,231A,231
1369,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Bj,Southern Loam Hills,1169,232B,232
1370,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Ae,Charlotte Belt,1085,231A,231
1371,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Da,Chert Valley,1087,231D,231
1372,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Bp,Wiregrass Plains,1172,232B,232
1373,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Cf,Bacon Terraces,1174,232C,232
1374,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Aj,Mica Rich Plateau,1141,231A,231
1375,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,231Ai,Opelika Plateau,1142,231A,231
1376,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Ce,Coastal Marsh and Island,1143,232C,232
1377,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Jd,Lower Loam Hills,1150,232J,232
1378,Georgia,South Atlantic,GA,ECUN,SUBS,ECOMAP07,232Ca,Upper Terraces,1155,232C,232
1379,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Kf,Geneva-Darien Moraines and Till Plains,513,222K,222
1380,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Df,Springfield Plains,784,251D,251
1381,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Le,Mineral Point Prairie-Savannah,567,222L,222
1382,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Ja,Southeast Lake Michigan Plains and Dunes,532,222J,222
1383,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,234Da,North Mississippi River Alluvial Plain,1014,234D,234
1384,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,231Hg,Cretaceous Hills,1015,231H,231
1385,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Lc,Mississippi-Wisconsin River Ravines,426,222L,222
1386,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Kh,Rock River Old Drift Country,578,222K,222
1387,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Gb,Mount Vernon Hill Country,914,223G,223
1388,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Ge,Southwest Indiana Glaciated Lowlands,939,223G,223
1389,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Kg,Kenosha-Lake Michigan Plain and Moraines,541,222K,222
1390,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1391,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Ce,West Mississippi River Hills,819,251C,251
1392,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Ck,Carlinville Dissected Till Plain,825,251C,251
1393,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Gc,Lower Wabash Alluvial Plain,839,223G,223
1394,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Ga,Effingham Plain,859,223G,223
1395,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Cf,Mississippi River and Illinois Alluvial Plains,635,251C,251
1396,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Ki,Chicago Lake Plain,644,222K,222
1397,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Dc,Northern Grand Prairie,645,251D,251
1398,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Db,Lower Ohio-Cache-Wabash Alluvial Plains,956,223D,223
1399,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Dh,Greater Shawnee Hills,974,223D,223
1400,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Di,Lesser Shawnee Hills,989,223D,223
1401,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Aq,Illinois Ozarks,991,223A,223
1402,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,231Hf,Ohio and Cache River Alluvial Plain,1005,231H,231
1403,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Kj,Valparaiso Moraine,694,222K,222
1404,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Ci,East Mississippi River Hills,703,251C,251
1405,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Db,Western Grand Prairie,704,251D,251
1406,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Cj,Galesburg Dissected Till Plain,710,251C,251
1407,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251De,Southern Grand Prairie,724,251D,251
1408,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Da,Green River Lowland,675,251D,251
1409,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Dh,Kankakee Marsh,680,251D,251
1410,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Cm,Wyaconda River Dissected Till Plains,743,251C,251
1411,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,222Hf,Entrenched Valleys,745,222H,222
1412,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Dd,Eastern Grand Prairie,684,251D,251
